"","datum","typ_datumu","skutecne_hodnoty","fitted_hodnoty","predikce","predikce_lower","predikce_upper"
"1190",2024-02-19 14:00:00,"historie",0.64,32.463414706448,NA,NA,NA
"1191",2024-02-19 15:00:00,"historie",0.9,30.3635265841195,NA,NA,NA
"1192",2024-02-19 16:00:00,"historie",1.32,29.8639272360242,NA,NA,NA
"1193",2024-02-19 17:00:00,"historie",3.41,30.4020912042671,NA,NA,NA
"1194",2024-02-19 18:00:00,"historie",6.77,32.9984500031784,NA,NA,NA
"1195",2024-02-19 19:00:00,"historie",9.54,34.9628634598671,NA,NA,NA
"1196",2024-02-19 20:00:00,"historie",4.32,41.969405222843,NA,NA,NA
"1197",2024-02-19 21:00:00,"historie",3.63,37.0120054656947,NA,NA,NA
"1198",2024-02-19 22:00:00,"historie",4.03,38.6093890219279,NA,NA,NA
"1199",2024-02-19 23:00:00,"historie",3.54,34.0769916116821,NA,NA,NA
"1200",2024-02-20,"historie",3.1,34.9277365368368,NA,NA,NA
"1201",2024-02-20 01:00:00,"historie",2.79,39.4521695123457,NA,NA,NA
"1202",2024-02-20 02:00:00,"historie",3.52,44.1745340518826,NA,NA,NA
"1203",2024-02-20 03:00:00,"historie",4.28,40.9010760360009,NA,NA,NA
"1204",2024-02-20 04:00:00,"historie",3.95,42.8498676386154,NA,NA,NA
"1205",2024-02-20 05:00:00,"historie",2.69,40.9016492787405,NA,NA,NA
"1206",2024-02-20 06:00:00,"historie",2.08,38.5506901832971,NA,NA,NA
"1207",2024-02-20 07:00:00,"historie",3.44,37.8178421257244,NA,NA,NA
"1208",2024-02-20 08:00:00,"historie",2.44,37.07561684584,NA,NA,NA
"1209",2024-02-20 09:00:00,"historie",1.51,31.5398292763235,NA,NA,NA
"1210",2024-02-20 10:00:00,"historie",1.48,12.2136783533822,NA,NA,NA
"1211",2024-02-20 11:00:00,"historie",1.97,8.04405518233239,NA,NA,NA
"1212",2024-02-20 12:00:00,"historie",3,3.96978711524062,NA,NA,NA
"1213",2024-02-20 13:00:00,"historie",4.1,3.58835525016563,NA,NA,NA
"1214",2024-02-20 14:00:00,"historie",5.26,3.21842762606673,NA,NA,NA
"1215",2024-02-20 15:00:00,"historie",6.87,4.44763428008971,NA,NA,NA
"1216",2024-02-20 16:00:00,"historie",7.74,6.39920379035424,NA,NA,NA
"1217",2024-02-20 17:00:00,"historie",8.95,8.57409291296985,NA,NA,NA
"1218",2024-02-20 18:00:00,"historie",14.18,8.59487386288131,NA,NA,NA
"1219",2024-02-20 19:00:00,"historie",11.57,9.3301415705876,NA,NA,NA
"1220",2024-02-20 20:00:00,"historie",10.74,10.7717246748381,NA,NA,NA
"1221",2024-02-20 21:00:00,"historie",10.7,10.212811706595,NA,NA,NA
"1222",2024-02-20 22:00:00,"historie",15.45,11.183735326916,NA,NA,NA
"1223",2024-02-20 23:00:00,"historie",13.97,14.8609211043224,NA,NA,NA
"1224",2024-02-21,"historie",9.72,14.9412768546668,NA,NA,NA
"1225",2024-02-21 01:00:00,"historie",9.21,16.033087572655,NA,NA,NA
"1226",2024-02-21 02:00:00,"historie",11.62,9.19461704082233,NA,NA,NA
"1227",2024-02-21 03:00:00,"historie",9.88,9.81660004446798,NA,NA,NA
"1228",2024-02-21 04:00:00,"historie",12.79,9.00061907526547,NA,NA,NA
"1229",2024-02-21 05:00:00,"historie",11.36,9.39983346452716,NA,NA,NA
"1230",2024-02-21 06:00:00,"historie",12.77,9.89952100156976,NA,NA,NA
"1231",2024-02-21 07:00:00,"historie",13.6,11.485518609808,NA,NA,NA
"1232",2024-02-21 08:00:00,"historie",11.42,13.1797742862445,NA,NA,NA
"1233",2024-02-21 09:00:00,"historie",10.12,15.54325428125,NA,NA,NA
"1234",2024-02-21 10:00:00,"historie",10.18,14.4810775984061,NA,NA,NA
"1235",2024-02-21 11:00:00,"historie",7.62,13.5875790362358,NA,NA,NA
"1236",2024-02-21 12:00:00,"historie",7.95,17.4941802662248,NA,NA,NA
"1237",2024-02-21 13:00:00,"historie",7.32,11.7784184674843,NA,NA,NA
"1238",2024-02-21 14:00:00,"historie",5.13,11.0606847173387,NA,NA,NA
"1239",2024-02-21 15:00:00,"historie",4.31,9.593291333854,NA,NA,NA
"1240",2024-02-21 16:00:00,"historie",4.08,13.4288489689234,NA,NA,NA
"1241",2024-02-21 17:00:00,"historie",4.8,13.3898821680387,NA,NA,NA
"1242",2024-02-21 18:00:00,"historie",5.18,15.7810988239228,NA,NA,NA
"1243",2024-02-21 19:00:00,"historie",7.53,17.9277198274618,NA,NA,NA
"1244",2024-02-21 20:00:00,"historie",11.15,15.4487834710335,NA,NA,NA
"1245",2024-02-21 21:00:00,"historie",8.22,22.1150691499941,NA,NA,NA
"1246",2024-02-21 22:00:00,"historie",7.55,25.7225330108188,NA,NA,NA
"1247",2024-02-21 23:00:00,"historie",5.85,17.0113916687198,NA,NA,NA
"1248",2024-02-22,"historie",5,7.48791164166123,NA,NA,NA
"1249",2024-02-22 01:00:00,"historie",4.18,9.07599754350527,NA,NA,NA
"1250",2024-02-22 02:00:00,"historie",3.64,9.64548390523712,NA,NA,NA
"1251",2024-02-22 03:00:00,"historie",2.6,6.9953871051998,NA,NA,NA
"1252",2024-02-22 04:00:00,"historie",2.77,9.71346172030285,NA,NA,NA
"1253",2024-02-22 05:00:00,"historie",2.41,2.61932574073865,NA,NA,NA
"1254",2024-02-22 06:00:00,"historie",2.62,3.06536727846271,NA,NA,NA
"1255",2024-02-22 07:00:00,"historie",2.22,1.11155681791907,NA,NA,NA
"1256",2024-02-22 08:00:00,"historie",4,0.547798395281383,NA,NA,NA
"1257",2024-02-22 09:00:00,"historie",7.97,0.645139431084,NA,NA,NA
"1258",2024-02-22 10:00:00,"historie",3.82,0.551822978216958,NA,NA,NA
"1259",2024-02-22 11:00:00,"historie",5.1,1.17643861736599,NA,NA,NA
"1260",2024-02-22 12:00:00,"historie",10.74,1.45953253718532,NA,NA,NA
"1261",2024-02-22 13:00:00,"historie",4.72,0.640280110963458,NA,NA,NA
"1262",2024-02-22 14:00:00,"historie",3.64,1.01394894055231,NA,NA,NA
"1263",2024-02-22 15:00:00,"historie",3.38,0.784061183266524,NA,NA,NA
"1264",2024-02-22 16:00:00,"historie",2.84,1.05345227645028,NA,NA,NA
"1265",2024-02-22 17:00:00,"historie",2.52,1.47418491913948,NA,NA,NA
"1266",2024-02-22 18:00:00,"historie",3.41,3.41904494377371,NA,NA,NA
"1267",2024-02-22 19:00:00,"historie",3.44,6.32345052673126,NA,NA,NA
"1268",2024-02-22 20:00:00,"historie",4.23,8.66668325415121,NA,NA,NA
"1269",2024-02-22 21:00:00,"historie",2.88,4.34626404531439,NA,NA,NA
"1270",2024-02-22 22:00:00,"historie",3.36,3.74298787574526,NA,NA,NA
"1271",2024-02-22 23:00:00,"historie",1.51,4.11871724250946,NA,NA,NA
"1272",2024-02-23,"historie",1.36,3.68391165950687,NA,NA,NA
"1273",2024-02-23 01:00:00,"historie",1.3,3.28146106160773,NA,NA,NA
"1274",2024-02-23 02:00:00,"historie",0.79,2.99106187464524,NA,NA,NA
"1275",2024-02-23 03:00:00,"historie",0.82,3.67512582259998,NA,NA,NA
"1276",2024-02-23 04:00:00,"historie",0.82,4.3778070330497,NA,NA,NA
"1277",2024-02-23 05:00:00,"historie",0.9,4.08892119815649,NA,NA,NA
"1278",2024-02-23 06:00:00,"historie",1.03,2.91411952087076,NA,NA,NA
"1279",2024-02-23 07:00:00,"historie",1.5,2.31720438084999,NA,NA,NA
"1280",2024-02-23 08:00:00,"historie",1.97,3.60924349888106,NA,NA,NA
"1281",2024-02-23 09:00:00,"historie",2.13,2.66474413474363,NA,NA,NA
"1282",2024-02-23 10:00:00,"historie",2.69,1.73856295565735,NA,NA,NA
"1283",2024-02-23 11:00:00,"historie",4.03,1.69949792307042,NA,NA,NA
"1284",2024-02-23 12:00:00,"historie",2.69,2.18024308884125,NA,NA,NA
"1285",2024-02-23 13:00:00,"historie",3.41,3.15994384648052,NA,NA,NA
"1286",2024-02-23 14:00:00,"historie",4.38,4.17486886078276,NA,NA,NA
"1287",2024-02-23 15:00:00,"historie",3.72,5.22617808456365,NA,NA,NA
"1288",2024-02-23 16:00:00,"historie",6.32,6.65613452542044,NA,NA,NA
"1289",2024-02-23 17:00:00,"historie",9.7,7.44626134626,NA,NA,NA
"1290",2024-02-23 18:00:00,"historie",12.9,8.52534389454533,NA,NA,NA
"1291",2024-02-23 19:00:00,"historie",9.5,12.9085022917115,NA,NA,NA
"1292",2024-02-23 20:00:00,"historie",6.63,10.8799751991805,NA,NA,NA
"1293",2024-02-23 21:00:00,"historie",8.18,10.2537780171471,NA,NA,NA
"1294",2024-02-23 22:00:00,"historie",6.36,10.2746445647696,NA,NA,NA
"1295",2024-02-23 23:00:00,"historie",14.87,14.2972223048463,NA,NA,NA
"1296",2024-02-24,"historie",11.28,13.1654425256875,NA,NA,NA
"1297",2024-02-24 01:00:00,"historie",8.53,9.59459115961274,NA,NA,NA
"1298",2024-02-24 02:00:00,"historie",8.42,9.16404320219264,NA,NA,NA
"1299",2024-02-24 03:00:00,"historie",6.95,11.2754149201571,NA,NA,NA
"1300",2024-02-24 04:00:00,"historie",9.28,9.79243914122708,NA,NA,NA
"1301",2024-02-24 05:00:00,"historie",10.3,12.3266770881613,NA,NA,NA
"1302",2024-02-24 06:00:00,"historie",12.92,11.1302096518787,NA,NA,NA
"1303",2024-02-24 07:00:00,"historie",12.7,12.3687280700701,NA,NA,NA
"1304",2024-02-24 08:00:00,"historie",16.92,13.1106556424293,NA,NA,NA
"1305",2024-02-24 09:00:00,"historie",6.87,11.2583347436302,NA,NA,NA
"1306",2024-02-24 10:00:00,"historie",3.24,10.1240911531738,NA,NA,NA
"1307",2024-02-24 11:00:00,"historie",6.65,10.1767266679882,NA,NA,NA
"1308",2024-02-24 12:00:00,"historie",8.23,7.87169066506682,NA,NA,NA
"1309",2024-02-24 13:00:00,"historie",4.23,8.1555389741894,NA,NA,NA
"1310",2024-02-24 14:00:00,"historie",4.22,7.56782788828496,NA,NA,NA
"1311",2024-02-24 15:00:00,"historie",7.05,5.51064589428333,NA,NA,NA
"1312",2024-02-24 16:00:00,"historie",8.22,4.70130648989155,NA,NA,NA
"1313",2024-02-24 17:00:00,"historie",9.55,4.4550852808946,NA,NA,NA
"1314",2024-02-24 18:00:00,"historie",13.12,5.12025556195141,NA,NA,NA
"1315",2024-02-24 19:00:00,"historie",14.62,5.46100783337821,NA,NA,NA
"1316",2024-02-24 20:00:00,"historie",21.08,7.59243873888745,NA,NA,NA
"1317",2024-02-24 21:00:00,"historie",14.95,10.7627156072512,NA,NA,NA
"1318",2024-02-24 22:00:00,"historie",21.65,8.24378766458087,NA,NA,NA
"1319",2024-02-24 23:00:00,"historie",19.32,7.65252550861841,NA,NA,NA
"1320",2024-02-25,"historie",21.8,6.10464041399761,NA,NA,NA
"1321",2024-02-25 01:00:00,"historie",18.5,5.30218284252621,NA,NA,NA
"1322",2024-02-25 02:00:00,"historie",13.49,4.51142019293295,NA,NA,NA
"1323",2024-02-25 03:00:00,"historie",16.44,3.97599105127346,NA,NA,NA
"1324",2024-02-25 04:00:00,"historie",14.69,2.93782021504296,NA,NA,NA
"1325",2024-02-25 05:00:00,"historie",14.74,3.08816355628489,NA,NA,NA
"1326",2024-02-25 06:00:00,"historie",16.59,2.71589955133319,NA,NA,NA
"1327",2024-02-25 07:00:00,"historie",22.28,2.90888414516154,NA,NA,NA
"1328",2024-02-25 08:00:00,"historie",26.3,2.50110661737682,NA,NA,NA
"1329",2024-02-25 09:00:00,"historie",18.79,4.19512927355957,NA,NA,NA
"1330",2024-02-25 10:00:00,"historie",15.57,7.73148223532562,NA,NA,NA
"1331",2024-02-25 11:00:00,"historie",20.49,4.04889906139264,NA,NA,NA
"1332",2024-02-25 12:00:00,"historie",18.52,5.22676213971843,NA,NA,NA
"1333",2024-02-25 13:00:00,"historie",9,10.1299387088164,NA,NA,NA
"1334",2024-02-25 14:00:00,"historie",11.44,4.91970707627536,NA,NA,NA
"1335",2024-02-25 15:00:00,"historie",12.59,3.90655884646741,NA,NA,NA
"1336",2024-02-25 16:00:00,"historie",13.25,3.65035034328939,NA,NA,NA
"1337",2024-02-25 17:00:00,"historie",13.21,3.12071315883824,NA,NA,NA
"1338",2024-02-25 18:00:00,"historie",13.95,2.7972745415514,NA,NA,NA
"1339",2024-02-25 19:00:00,"historie",13.97,3.64345296031726,NA,NA,NA
"1340",2024-02-25 20:00:00,"historie",23.5,3.66760072300494,NA,NA,NA
"1341",2024-02-25 21:00:00,"historie",26.95,4.40123422677733,NA,NA,NA
"1342",2024-02-25 22:00:00,"historie",27.7,3.13220890287727,NA,NA,NA
"1343",2024-02-25 23:00:00,"historie",26.46,3.5828825834136,NA,NA,NA
"1344",2024-02-26,"historie",26.12,1.76147436116805,NA,NA,NA
"1345",2024-02-26 01:00:00,"historie",25.54,1.59471599462254,NA,NA,NA
"1346",2024-02-26 02:00:00,"historie",25.31,1.52202669772666,NA,NA,NA
"1347",2024-02-26 03:00:00,"historie",26.21,0.97261923879314,NA,NA,NA
"1348",2024-02-26 04:00:00,"historie",28.18,0.996172441549833,NA,NA,NA
"1349",2024-02-26 05:00:00,"historie",48.95,0.988510075727493,NA,NA,NA
"1350",2024-02-26 06:00:00,"historie",35.1,1.06631747504779,NA,NA,NA
"1351",2024-02-26 07:00:00,"historie",33.97,1.19553322970576,NA,NA,NA
"1352",2024-02-26 08:00:00,"historie",40.02,1.66246073748316,NA,NA,NA
"1353",2024-02-26 09:00:00,"historie",39.89,2.11619554618288,NA,NA,NA
"1354",2024-02-26 10:00:00,"historie",38.02,2.27180194144363,NA,NA,NA
"1355",2024-02-26 11:00:00,"historie",37.28,2.80000848452734,NA,NA,NA
"1356",2024-02-26 12:00:00,"historie",28.73,4.02128120190197,NA,NA,NA
"1357",2024-02-26 13:00:00,"historie",22.97,2.82729043131333,NA,NA,NA
"1358",2024-02-26 14:00:00,"historie",18.49,3.49724717932393,NA,NA,NA
"1359",2024-02-26 15:00:00,"historie",20.67,4.38320512567395,NA,NA,NA
"1360",2024-02-26 16:00:00,"historie",19.35,3.81214626351984,NA,NA,NA
"1361",2024-02-26 17:00:00,"historie",24.05,6.11955614398652,NA,NA,NA
"1362",2024-02-26 18:00:00,"historie",35.08,9.00916595480131,NA,NA,NA
"1363",2024-02-26 19:00:00,"historie",59.08,11.707980534732,NA,NA,NA
"1364",2024-02-26 20:00:00,"historie",30.25,9.01804298134988,NA,NA,NA
"1365",2024-02-26 21:00:00,"historie",32.32,6.59943468068076,NA,NA,NA
"1366",2024-02-26 22:00:00,"historie",40.25,7.97601505698436,NA,NA,NA
"1367",2024-02-26 23:00:00,"historie",34.44,6.40861872898107,NA,NA,NA
"1368",2024-02-27,"historie",35.59,13.6350688262138,NA,NA,NA
"1369",2024-02-27 01:00:00,"historie",37.49,10.7581846016082,NA,NA,NA
"1370",2024-02-27 02:00:00,"historie",34.25,8.43902681922495,NA,NA,NA
"1371",2024-02-27 03:00:00,"historie",28.89,8.36147877034412,NA,NA,NA
"1372",2024-02-27 04:00:00,"historie",32.6,7.06680634687654,NA,NA,NA
"1373",2024-02-27 05:00:00,"historie",33.79,9.13392243281575,NA,NA,NA
"1374",2024-02-27 06:00:00,"historie",44.13,10.0423836423589,NA,NA,NA
"1375",2024-02-27 07:00:00,"historie",44.41,12.3123504365274,NA,NA,NA
"1376",2024-02-27 08:00:00,"historie",52.85,12.1770213656172,NA,NA,NA
"1377",2024-02-27 09:00:00,"historie",51.33,15.7598145663915,NA,NA,NA
"1378",2024-02-27 10:00:00,"historie",28.58,7.1242818506491,NA,NA,NA
"1379",2024-02-27 11:00:00,"historie",21.71,3.65086724658206,NA,NA,NA
"1380",2024-02-27 12:00:00,"historie",18.7,6.85550026436534,NA,NA,NA
"1381",2024-02-27 13:00:00,"historie",16.74,8.27192578631223,NA,NA,NA
"1382",2024-02-27 14:00:00,"historie",15.51,4.58711141087584,NA,NA,NA
"1383",2024-02-27 15:00:00,"historie",16.67,4.55699115484758,NA,NA,NA
"1384",2024-02-27 16:00:00,"historie",16.75,7.1544847727578,NA,NA,NA
"1385",2024-02-27 17:00:00,"historie",21.56,8.20080884661147,NA,NA,NA
"1386",2024-02-27 18:00:00,"historie",20.82,9.38072937139934,NA,NA,NA
"1387",2024-02-27 19:00:00,"historie",18.21,12.4615464288639,NA,NA,NA
"1388",2024-02-27 20:00:00,"historie",15.1,13.7782076211565,NA,NA,NA
"1389",2024-02-27 21:00:00,"historie",13.92,19.1492435392602,NA,NA,NA
"1390",2024-02-27 22:00:00,"historie",9.05,14.2171061870952,NA,NA,NA
"1391",2024-02-27 23:00:00,"historie",10.69,19.8107368422532,NA,NA,NA
"1392",2024-02-28,"historie",9,18.0121015416068,NA,NA,NA
"1393",2024-02-28 01:00:00,"historie",5.67,20.1326805829915,NA,NA,NA
"1394",2024-02-28 02:00:00,"historie",5.92,17.4860367951984,NA,NA,NA
"1395",2024-02-28 03:00:00,"historie",6.64,13.2523770372574,NA,NA,NA
"1396",2024-02-28 04:00:00,"historie",7.38,15.7941109124736,NA,NA,NA
"1397",2024-02-28 05:00:00,"historie",8.82,14.3163785942612,NA,NA,NA
"1398",2024-02-28 06:00:00,"historie",9.55,14.367176284755,NA,NA,NA
"1399",2024-02-28 07:00:00,"historie",9.55,15.9629262391024,NA,NA,NA
"1400",2024-02-28 08:00:00,"historie",8.32,20.7603389694662,NA,NA,NA
"1401",2024-02-28 09:00:00,"historie",8.57,24.1302022167359,NA,NA,NA
"1402",2024-02-28 10:00:00,"historie",6.44,17.9840892483759,NA,NA,NA
"1403",2024-02-28 11:00:00,"historie",5.67,15.2404567801313,NA,NA,NA
"1404",2024-02-28 12:00:00,"historie",5.48,19.4339954921541,NA,NA,NA
"1405",2024-02-28 13:00:00,"historie",5.27,17.7979804212234,NA,NA,NA
"1406",2024-02-28 14:00:00,"historie",5.95,9.39301399322854,NA,NA,NA
"1407",2024-02-28 15:00:00,"historie",5.5,11.5643897235026,NA,NA,NA
"1408",2024-02-28 16:00:00,"historie",6.03,12.559657164752,NA,NA,NA
"1409",2024-02-28 17:00:00,"historie",13.9,13.1237716601072,NA,NA,NA
"1410",2024-02-28 18:00:00,"historie",17.49,13.0778811166158,NA,NA,NA
"1411",2024-02-28 19:00:00,"historie",20.6,13.7152033911649,NA,NA,NA
"1412",2024-02-28 20:00:00,"historie",28.51,13.7292001585504,NA,NA,NA
"1413",2024-02-28 21:00:00,"historie",30.03,21.7684440158531,NA,NA,NA
"1414",2024-02-28 22:00:00,"historie",30.56,24.6704768855601,NA,NA,NA
"1415",2024-02-28 23:00:00,"historie",27.79,25.3859719047931,NA,NA,NA
"1416",2024-02-29,"historie",49.74,24.4717273876048,NA,NA,NA
"1417",2024-02-29 01:00:00,"historie",NA,24.2678773485105,NA,NA,NA
"1418",2024-02-29 02:00:00,"historie",NA,23.8519143944736,NA,NA,NA
"1419",2024-02-29 03:00:00,"historie",35.13,23.7117915792701,NA,NA,NA
"1420",2024-02-29 04:00:00,"historie",36.33,24.5019120541372,NA,NA,NA
"1421",2024-02-29 05:00:00,"historie",40.62,26.1760093014626,NA,NA,NA
"1422",2024-02-29 06:00:00,"historie",40.92,42.8025348207042,NA,NA,NA
"1423",2024-02-29 07:00:00,"historie",54.12,32.0624122592557,NA,NA,NA
"1424",2024-02-29 08:00:00,"historie",75.11,31.2320243453575,NA,NA,NA
"1425",2024-02-29 09:00:00,"historie",72.05,36.1963231526197,NA,NA,NA
"1426",2024-02-29 10:00:00,"historie",50.79,36.2054136501535,NA,NA,NA
"1427",2024-02-29 11:00:00,"historie",46.38,34.7910382900516,NA,NA,NA
"1428",2024-02-29 12:00:00,"historie",47.16,34.2593599997655,NA,NA,NA
"1429",2024-02-29 13:00:00,"historie",49.3,27.2375807835042,NA,NA,NA
"1430",2024-02-29 14:00:00,"historie",52.38,22.3245673338986,NA,NA,NA
"1431",2024-02-29 15:00:00,"historie",46.89,18.3787624234186,NA,NA,NA
"1432",2024-02-29 16:00:00,"historie",47.29,20.2173297796435,NA,NA,NA
"1433",2024-02-29 17:00:00,"historie",53.85,19.0259876522116,NA,NA,NA
"1434",2024-02-29 18:00:00,"historie",55.44,23.0154007241893,NA,NA,NA
"1435",2024-02-29 19:00:00,"historie",52.95,32.148141048371,NA,NA,NA
"1436",2024-02-29 20:00:00,"historie",55.36,51.1566546255261,NA,NA,NA
"1437",2024-02-29 21:00:00,"historie",52.9,28.4258644855883,NA,NA,NA
"1438",2024-02-29 22:00:00,"historie",52.18,30.150728719843,NA,NA,NA
"1439",2024-02-29 23:00:00,"historie",47.34,36.6513501640638,NA,NA,NA
"1440",2024-03-01,"historie",49.23,31.9911111833055,NA,NA,NA
"1441",2024-03-01 01:00:00,"historie",46.73,32.9626582077513,NA,NA,NA
"1442",2024-03-01 02:00:00,"historie",53.16,34.5507381072197,NA,NA,NA
"1443",2024-03-01 03:00:00,"historie",49.27,31.9282883643723,NA,NA,NA
"1444",2024-03-01 04:00:00,"historie",49.59,27.4666339324452,NA,NA,NA
"1445",2024-03-01 05:00:00,"historie",63.87,30.5438227160578,NA,NA,NA
"1446",2024-03-01 06:00:00,"historie",70.69,31.5328644701798,NA,NA,NA
"1447",2024-03-01 07:00:00,"historie",85.12,39.9681486173393,NA,NA,NA
"1448",2024-03-01 08:00:00,"historie",83,40.2846190532265,NA,NA,NA
"1449",2024-03-01 09:00:00,"historie",75.38,47.1006777307261,NA,NA,NA
"1450",2024-03-01 10:00:00,"historie",78.67,46.0393926058814,NA,NA,NA
"1451",2024-03-02 01:00:00,"historie",58.23,27.4612509259272,NA,NA,NA
"1452",2024-03-02 02:00:00,"historie",59.42,21.4733813307446,NA,NA,NA
"1453",2024-03-02 03:00:00,"historie",61.6,18.7372173461945,NA,NA,NA
"1454",2024-03-02 04:00:00,"historie",64.33,16.9072818890445,NA,NA,NA
"1455",2024-03-02 05:00:00,"historie",61.46,15.7245380059162,NA,NA,NA
"1456",2024-03-02 06:00:00,"historie",64.77,16.6822685109849,NA,NA,NA
"1457",2024-03-02 07:00:00,"historie",65.35,16.6913872491951,NA,NA,NA
"1458",2024-03-02 08:00:00,"historie",60.49,20.8117082506961,NA,NA,NA
"1459",2024-03-02 09:00:00,"historie",53.33,20.1582100896063,NA,NA,NA
"1460",2024-03-02 10:00:00,"historie",36.23,17.8814565710332,NA,NA,NA
"1461",2024-03-02 11:00:00,"historie",28.9,15.1161104678727,NA,NA,NA
"1462",2024-03-02 12:00:00,"historie",33.11,14.0202990859851,NA,NA,NA
"1463",2024-03-02 13:00:00,"historie",35.2,9.53915653451231,NA,NA,NA
"1464",2024-03-02 14:00:00,"historie",31,10.9895119452045,NA,NA,NA
"1465",2024-03-02 15:00:00,"historie",19.03,9.39538986380071,NA,NA,NA
"1466",2024-03-02 16:00:00,"historie",24.79,6.20670730878286,NA,NA,NA
"1467",2024-03-02 17:00:00,"historie",28,6.39895005521958,NA,NA,NA
"1468",2024-03-02 18:00:00,"historie",34.41,7.0386879336019,NA,NA,NA
"1469",2024-03-02 19:00:00,"historie",40.05,7.69275670026044,NA,NA,NA
"1470",2024-03-02 20:00:00,"historie",44.79,8.97889202158964,NA,NA,NA
"1471",2024-03-02 21:00:00,"historie",42.4,9.61845769043925,NA,NA,NA
"1472",2024-03-02 22:00:00,"historie",51.03,9.60979737029846,NA,NA,NA
"1473",2024-03-02 23:00:00,"historie",38.08,8.49720648192639,NA,NA,NA
"1474",2024-03-03,"historie",33.26,8.70818510598089,NA,NA,NA
"1475",2024-03-03 01:00:00,"historie",21.18,6.75047254064836,NA,NA,NA
"1476",2024-03-03 02:00:00,"historie",16.89,6.01008200612004,NA,NA,NA
"1477",2024-03-03 03:00:00,"historie",15.22,5.8089639359507,NA,NA,NA
"1478",2024-03-03 04:00:00,"historie",15.64,5.59097828457037,NA,NA,NA
"1479",2024-03-03 05:00:00,"historie",16.82,6.2047178945137,NA,NA,NA
"1480",2024-03-03 06:00:00,"historie",18.54,5.77451560460135,NA,NA,NA
"1481",2024-03-03 07:00:00,"historie",19.62,6.24996339207602,NA,NA,NA
"1482",2024-03-03 08:00:00,"historie",19.7,13.0868193916628,NA,NA,NA
"1483",2024-03-03 09:00:00,"historie",21,16.1229381886996,NA,NA,NA
"1484",2024-03-03 10:00:00,"historie",20,18.7537171951215,NA,NA,NA
"1485",2024-03-03 11:00:00,"historie",15.47,25.1796644503922,NA,NA,NA
"1486",2024-03-03 12:00:00,"historie",15.25,26.5815590024727,NA,NA,NA
"1487",2024-03-03 13:00:00,"historie",31.71,27.2006155647876,NA,NA,NA
"1488",2024-03-03 14:00:00,"historie",20.65,25.1713023908055,NA,NA,NA
"1489",2024-03-03 15:00:00,"historie",15.03,42.3636870429585,NA,NA,NA
"1490",2024-03-03 16:00:00,"historie",12.75,31.4212841620542,NA,NA,NA
"1491",2024-03-03 17:00:00,"historie",20.87,32.5396746952001,NA,NA,NA
"1492",2024-03-03 18:00:00,"historie",23.35,36.0976803031926,NA,NA,NA
"1493",2024-03-03 19:00:00,"historie",26.9,36.51751732424,NA,NA,NA
"1494",2024-03-03 20:00:00,"historie",23.95,47.0007236028045,NA,NA,NA
"1495",2024-03-03 21:00:00,"historie",29.31,63.2294645846613,NA,NA,NA
"1496",2024-03-03 22:00:00,"historie",26.6,61.4111757665992,NA,NA,NA
"1497",2024-03-03 23:00:00,"historie",25.45,45.3313079621941,NA,NA,NA
"1498",2024-03-04,"historie",29.55,41.9509289914963,NA,NA,NA
"1499",2024-03-04 01:00:00,"historie",27.51,42.6605611686146,NA,NA,NA
"1500",2024-03-04 02:00:00,"historie",31.62,44.4554407763863,NA,NA,NA
"1501",2024-03-04 03:00:00,"historie",30.63,47.0016519745424,NA,NA,NA
"1502",2024-03-04 04:00:00,"historie",22.68,42.6991850253729,NA,NA,NA
"1503",2024-03-04 05:00:00,"historie",29.08,43.0682841582115,NA,NA,NA
"1504",2024-03-04 06:00:00,"historie",46.31,48.3744773609947,NA,NA,NA
"1505",2024-03-04 07:00:00,"historie",41.85,49.730525132703,NA,NA,NA
"1506",2024-03-04 08:00:00,"historie",41.8,47.8325269527409,NA,NA,NA
"1507",2024-03-04 09:00:00,"historie",37.74,49.8208195637055,NA,NA,NA
"1508",2024-03-04 11:00:00,"historie",21.9,47.9215785068902,NA,NA,NA
"1509",2024-03-04 12:00:00,"historie",17.1,47.3862779678547,NA,NA,NA
"1510",2024-03-04 13:00:00,"historie",11.29,43.4982628315448,NA,NA,NA
"1511",2024-03-04 14:00:00,"historie",9.05,45.0295247009826,NA,NA,NA
"1512",2024-03-04 15:00:00,"historie",13,43.0041794524794,NA,NA,NA
"1513",2024-03-04 16:00:00,"historie",8.78,48.2011231494715,NA,NA,NA
"1514",2024-03-04 17:00:00,"historie",14.49,45.0946831973748,NA,NA,NA
"1515",2024-03-04 18:00:00,"historie",29.44,45.3587535494012,NA,NA,NA
"1516",2024-03-04 19:00:00,"historie",28.13,56.7761949862095,NA,NA,NA
"1517",2024-03-04 20:00:00,"historie",36.15,62.2446514817205,NA,NA,NA
"1518",2024-03-04 21:00:00,"historie",39.95,73.573499555341,NA,NA,NA
"1519",2024-03-04 22:00:00,"historie",39.4,72.2043697222453,NA,NA,NA
"1520",2024-03-04 23:00:00,"historie",51.36,66.490762139042,NA,NA,NA
"1521",2024-03-05,"historie",46.38,69.1865465316417,NA,NA,NA
"1522",2024-03-05 01:00:00,"historie",43.92,53.0901951223049,NA,NA,NA
"1523",2024-03-05 02:00:00,"historie",43.27,54.0222879470706,NA,NA,NA
"1524",2024-03-05 03:00:00,"historie",32.97,55.7582362831203,NA,NA,NA
