"","X","cas","valid_speed_count","den_v_tydnu","data_pm100","data_no2","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm","month","tretina_dne","letni_prazdniny","topna_sezona","statni_svatky","datum","prumerna_teplota_dne"
"4909",4909,2024-07-27 23:00:00,199,6,4.71,33.91,20.65,100,95897.5,0.69,3.48,0.09,"07/2024","3",1,0,0,2024-07-27,22.245
"4910",4910,2024-07-28,127,7,5.18,18.43,20.38,100,95920,0.77,3.36,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4911",4911,2024-07-28 01:00:00,113,7,9.46,17.68,20.5,100,95910,0.86,3.12,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4912",4912,2024-07-28 02:00:00,124,7,10.18,10.56,20.4,100,95895,0.72,2.16,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4913",4913,2024-07-28 03:00:00,81,7,9.92,8.46,20.32,100,95892.5,1.12,3.72,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4914",4914,2024-07-28 04:00:00,165,7,9.4,8.36,20.25,100,95905,0.91,3.48,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4915",4915,2024-07-28 05:00:00,354,7,10.69,12.3,20.18,96.88,96017.5,2.12,7.08,0.17,"07/2024","1",1,0,0,2024-07-28,20.0375
"4916",4916,2024-07-28 06:00:00,450,7,1.92,3.22,19.52,90.25,96230,2.36,9,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4917",4917,2024-07-28 07:00:00,547,7,2.15,2.86,20.18,85.2,96267.5,3.26,11.28,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4918",4918,2024-07-28 08:00:00,830,7,2.2,2.94,20.95,78.7,96212.5,4.11,14.28,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4919",4919,2024-07-28 09:00:00,1143,7,2.22,3.34,20.87,77.97,96246.67,6.23,15.36,0.12,"07/2024","2",1,0,0,2024-07-28,20.0375
"4920",4920,2024-07-28 10:00:00,1604,7,1.49,2.72,21.7,73.5,96157.5,6.06,16.92,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4921",4921,2024-07-28 11:00:00,1860,7,1,1.76,23,66.75,96042.5,7.08,17.52,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4922",4922,2024-07-28 12:00:00,1927,7,1.31,1.7,23.1,63.5,95947.5,6.78,18.36,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4923",4923,2024-07-28 13:00:00,2185,7,1.66,2.08,24.35,58.95,95912.5,7.52,17.28,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4924",4924,2024-07-28 14:00:00,2302,7,2.47,2.59,24.77,54.33,95722.5,6.47,16.56,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4925",4925,2024-07-28 15:00:00,2186,7,2.34,3.08,24.9,52.2,95682.5,7.34,19.92,0,"07/2024","2",1,0,0,2024-07-28,20.0375
"4926",4926,2024-07-28 16:00:00,2156,7,1.92,2.89,25.2,49.27,95717.5,8.01,21,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4927",4927,2024-07-28 17:00:00,2283,7,1.82,3.14,25.05,46.42,95655,7.09,17.76,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4928",4928,2024-07-28 18:00:00,1905,7,2,3.39,24.4,48.67,95875,6.82,18,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4929",4929,2024-07-28 19:00:00,890,7,2.29,4.12,23.6,50.7,96090,3.8,10.32,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4930",4930,2024-07-28 20:00:00,592,7,3.18,12.21,20.45,64.53,96615,2.09,5.64,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4931",4931,2024-07-28 21:00:00,390,7,3.86,45.16,17.6,77.13,97210,0.74,2.56,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4932",4932,2024-07-28 22:00:00,229,7,4.08,43.08,16.15,81.92,97570,1.8,4.92,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4933",4933,2024-07-28 23:00:00,173,7,3.67,28.57,15.25,83.15,97775,3.16,7.32,0,"07/2024","3",1,0,0,2024-07-28,20.0375
"4934",4934,2024-07-29,119,1,3.49,22.86,14.43,86.58,97940,2.73,6.84,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4935",4935,2024-07-29 01:00:00,139,1,3.35,20.04,13.7,88.92,98042.5,3,6.84,0,"07/2024","1",1,0,0,2024-07-28,20.0375
"4936",4936,2024-07-29 02:00:00,155,1,3.85,17.35,13.03,93.33,98175,1.98,5.4,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4937",4937,2024-07-29 03:00:00,230,1,3.29,15.96,12.62,94.25,98250,2.09,6.84,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4938",4938,2024-07-29 04:00:00,522,1,3.18,15.14,12.4,93.65,98295,1.96,6.36,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4939",4939,2024-07-29 05:00:00,1695,1,3.21,15.72,12.1,96.25,98350,1.86,5.28,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4940",4940,2024-07-29 06:00:00,2534,1,3.47,14.48,14.4,87.65,98160,1.03,3.24,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4941",4941,2024-07-29 07:00:00,2579,1,3.45,10.98,19.42,70.85,97255,1.5,4.32,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4942",4942,2024-07-29 08:00:00,2522,1,2.98,3.06,23.37,57.4,96480,1,4,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4943",4943,2024-07-29 09:00:00,2481,1,4.71,3.54,23.15,55.92,96057.5,2.83,6.96,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4944",4944,2024-07-29 10:00:00,2618,1,3.13,2.58,24.1,53.08,96005,3.99,11.64,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4945",4945,2024-07-29 11:00:00,2564,1,2.32,1.56,24.12,50.33,96010,5.53,13.8,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4946",4946,2024-07-29 12:00:00,2519,1,2,1.43,24.6,48.08,95987.5,6.13,16.32,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4947",4947,2024-07-29 13:00:00,2492,1,1.62,1.85,25.35,45.27,95767.5,5.06,14.16,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4948",4948,2024-07-29 14:00:00,2789,1,1.67,1.75,26.5,41.6,95470,5.27,14.4,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4949",4949,2024-07-29 15:00:00,2957,1,1.49,4,27.75,37.85,95155,5.56,14.04,0,"07/2024","2",1,0,0,2024-07-29,20.38
"4950",4950,2024-07-29 16:00:00,2602,1,1.31,3.13,27.45,36.33,94995,5.16,13.68,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4951",4951,2024-07-29 17:00:00,1254,1,1.78,3.4,27.68,34.6,95037.5,4.81,14.76,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4952",4952,2024-07-29 18:00:00,1025,1,1.51,3.45,26.38,38.42,95372.5,3.84,12,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4953",4953,2024-07-29 19:00:00,753,1,2.05,7.56,24.4,44.1,95777.5,3.35,9.24,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4954",4954,2024-07-29 20:00:00,493,1,2.24,25.31,20.9,58.65,96367.5,2.16,5.88,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4955",4955,2024-07-29 21:00:00,524,1,4.34,40.42,17.8,72.13,96980,0.93,2.4,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4956",4956,2024-07-29 22:00:00,291,1,2.26,37.35,16.08,75.03,97360,2.4,7.32,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4957",4957,2024-07-29 23:00:00,201,1,2.03,33.57,14.45,80.78,97672.5,2.19,5.88,0,"07/2024","3",1,0,0,2024-07-29,20.38
"4958",4958,2024-07-30,135,2,1.61,24.29,13.43,84.05,97882.5,2.96,6.48,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4959",4959,2024-07-30 01:00:00,77,2,1.47,20.46,12.22,87.8,98077.5,2.19,5.52,0,"07/2024","1",1,0,0,2024-07-29,20.38
"4960",4960,2024-07-30 02:00:00,91,2,1.82,18.27,11.6,90.58,98197.5,2.62,6.36,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4961",4961,2024-07-30 03:00:00,160,2,1.7,15.27,10.85,92.53,98295,2.72,6.24,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4962",4962,2024-07-30 04:00:00,423,2,1.62,15.04,10.32,94.12,98392.5,2.82,5.76,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4963",4963,2024-07-30 05:00:00,1710,2,1.78,18.04,9.82,95.35,98465,2.62,5.64,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4964",4964,2024-07-30 06:00:00,2408,2,1.82,15.76,12.47,85.6,98235,2.88,6.12,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4965",4965,2024-07-30 07:00:00,2649,2,2.55,12.08,20.07,60.57,97140,0.67,3.04,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4966",4966,2024-07-30 08:00:00,2632,2,3.98,3.51,21.12,60.35,96395,2.41,5.64,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4967",4967,2024-07-30 09:00:00,2544,2,3.61,3.25,24.5,50.83,95700,1.69,5.28,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4968",4968,2024-07-30 10:00:00,2623,2,2.78,2.78,26.5,45.98,95377.5,2.75,8.4,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4969",4969,2024-07-30 11:00:00,2486,2,2.18,0.72,27.2,42.05,95247.5,3.47,8.64,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4970",4970,2024-07-30 12:00:00,2448,2,2.33,1.21,28.8,38.08,94977.5,3.35,8.4,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4971",4971,2024-07-30 13:00:00,2616,2,2.66,1,29.85,34.95,94617.5,3.56,10.8,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4972",4972,2024-07-30 14:00:00,2904,2,2.92,1.93,31.65,31.23,94225,3.42,10.8,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4973",4973,2024-07-30 15:00:00,3010,2,3,2.07,31.6,31.38,94040,3.98,12.24,0,"07/2024","2",1,0,0,2024-07-30,23.43
"4974",4974,2024-07-30 16:00:00,2608,2,2.77,2.32,32.52,29.6,93672.5,2.8,6.84,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4975",4975,2024-07-30 17:00:00,2370,2,2.59,2.75,32.3,30.82,93630,3.14,9,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4976",4976,2024-07-30 18:00:00,1925,2,2.58,3.11,30.9,34.17,93985,3.69,9.72,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4977",4977,2024-07-30 19:00:00,1534,2,2.92,7.3,28.7,39.1,94475,3.1,7.32,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4978",4978,2024-07-30 20:00:00,986,2,3.47,30,24.18,55.38,95170,1.51,5.04,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4979",4979,2024-07-30 21:00:00,616,2,4,60.72,21,66.77,95820,0.9,2.56,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4980",4980,2024-07-30 22:00:00,443,2,3.76,55.65,19.38,69.78,96217.5,1.01,3.48,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4981",4981,2024-07-30 23:00:00,235,2,3.91,43.68,17.8,76.08,96502.5,1.13,4.56,0,"07/2024","3",1,0,0,2024-07-30,23.43
"4982",4982,2024-07-31,117,3,4.05,32.27,16.98,79.22,96690,0.96,4.08,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4983",4983,2024-07-31 01:00:00,145,3,3.97,27.76,15.82,83.72,96835,0.08,1.08,0,"07/2024","1",1,0,0,2024-07-30,23.43
"4984",4984,2024-07-31 02:00:00,107,3,4.18,23.94,15.05,84.78,96947.5,0.02,0.48,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4985",4985,2024-07-31 03:00:00,151,3,4.25,12.02,14.8,84.97,97000,0,0.36,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4986",4986,2024-07-31 04:00:00,431,3,5.44,10.41,14.3,86.47,97040,0.01,0.48,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4987",4987,2024-07-31 05:00:00,1489,3,5.19,17.68,13.57,87.85,97147.5,0.03,0.72,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4988",4988,2024-07-31 06:00:00,1494,3,4.77,15.9,15.9,79.88,96977.5,2.41,5.64,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4989",4989,2024-07-31 07:00:00,1354,3,6.46,13.92,22.75,59.05,95975,1.19,3.48,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"4990",4990,2024-07-31 08:00:00,1643,3,7.85,3.58,24.37,55.47,95213.33,2.34,5.44,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4991",4991,2024-07-31 09:00:00,2010,3,11.32,8.63,27.02,48.85,94732.5,2.24,5.88,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4992",4992,2024-07-31 10:00:00,1609,3,12.5,13.22,28.92,43.92,94450,3.13,7.32,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4993",4993,2024-07-31 11:00:00,1592,3,8.13,1.3,31.95,39.02,94097.5,2.4,6.96,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4994",4994,2024-07-31 12:00:00,1694,3,6.79,1.22,32.8,38.92,93875,3.71,9.72,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4995",4995,2024-07-31 13:00:00,1741,3,5.5,0.85,33.42,36.5,93507.5,2.97,8.28,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4996",4996,2024-07-31 14:00:00,2697,3,5.16,0.83,34.62,33.62,93200,3.32,8.76,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4997",4997,2024-07-31 15:00:00,2653,3,4.82,1.65,36,31.48,92917.5,3.42,8.64,0,"07/2024","2",1,0,0,2024-07-31,26.5825
"4998",4998,2024-07-31 16:00:00,2090,3,5.03,1.59,36.42,30.75,92692.5,2.83,9,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"4999",4999,2024-07-31 17:00:00,2439,3,5.38,3,35.33,33.25,92860,2.12,7.56,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5000",5000,2024-07-31 18:00:00,2042,3,7.56,8.89,33.52,38.23,93310,2.88,8.28,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5001",5001,2024-07-31 19:00:00,1396,3,5.67,17.38,31.3,44.73,93730,4.45,11.16,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5002",5002,2024-07-31 20:00:00,1033,3,5.73,43.09,27.92,55.98,94242.5,1.6,3.84,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5003",5003,2024-07-31 21:00:00,670,3,5.9,66.49,24.48,69.03,94882.5,1.03,2.88,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5004",5004,2024-07-31 22:00:00,453,3,6.54,50.69,22.77,73.95,95262.5,1.8,6.24,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5005",5005,2024-07-31 23:00:00,274,3,5.09,23.56,22.63,73.2,95376.67,2.49,7.2,0,"07/2024","3",1,0,0,2024-07-31,26.5825
"5006",5006,2024-08-01,180,4,8.31,26.95,22.85,72.92,95390,1.06,6,0,"07/2024","1",1,0,0,2024-07-31,26.5825
"5007",5007,2024-08-01 01:00:00,114,4,7.54,41.39,21.88,81.85,95565,3.67,10.32,0.26,"07/2024","1",1,0,0,2024-07-31,26.5825
"5008",5008,2024-08-01 02:00:00,104,4,6.17,54.35,20.18,96.1,95807.5,1.29,3.72,0,"08/2024","1",1,0,0,2024-08-01,24.24
"5009",5009,2024-08-01 03:00:00,156,4,8.85,72.4,19.95,97.25,95890,1.3,5.4,0.09,"08/2024","1",1,0,0,2024-08-01,24.24
"5010",5010,2024-08-01 04:00:00,397,4,11.05,64.4,19.77,98.55,95905,2.08,5.88,0.09,"08/2024","1",1,0,0,2024-08-01,24.24
"5011",5011,2024-08-01 05:00:00,1532,4,9,25.75,19.32,99.92,95920,1.2,3.48,0,"08/2024","1",1,0,0,2024-08-01,24.24
"5012",5012,2024-08-01 06:00:00,1841,4,8.73,14.64,19.38,97.67,95962.5,1.06,3.72,0,"08/2024","1",1,0,0,2024-08-01,24.24
"5013",5013,2024-08-01 07:00:00,1366,4,8.21,10.77,22.52,86.78,95577.5,1.93,4.44,0,"08/2024","1",1,0,0,2024-08-01,24.24
"5014",5014,2024-08-01 08:00:00,1374,4,7.78,3.47,26.42,70.95,94727.5,1.36,4.44,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5015",5015,2024-08-01 09:00:00,1333,4,8.92,7.57,28.5,61.3,94157.5,1.93,4.8,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5016",5016,2024-08-01 10:00:00,1293,4,7.54,1.79,31.55,52.08,93840,1.99,5.88,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5017",5017,2024-08-01 11:00:00,1431,4,6.72,0.84,30.33,54.5,93776.67,2.88,8.16,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5018",5018,2024-08-01 12:00:00,1290,4,6.51,1.03,31.52,50.08,93585,4.12,11.52,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5019",5019,2024-08-01 13:00:00,1386,4,5.87,2.08,30.58,52.02,93502.5,3.13,9.12,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5020",5020,2024-08-01 14:00:00,1527,4,8.03,1.49,32.2,47.62,93347.5,4.26,10.56,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5021",5021,2024-08-01 15:00:00,1522,4,6.72,2.29,31.88,46.85,93257.5,3.26,9.72,0,"08/2024","2",1,0,0,2024-08-01,24.24
"5022",5022,2024-08-01 16:00:00,1402,4,5.56,3.72,30.95,48.77,93502.5,2.87,6.96,0,"08/2024","3",1,0,0,2024-08-01,24.24
"5023",5023,2024-08-01 17:00:00,1245,4,5.69,5.58,30.75,49.85,93520,2.16,6.84,0,"08/2024","3",1,0,0,2024-08-01,24.24
"5024",5024,2024-08-01 18:00:00,987,4,5.27,15.51,29.65,56.6,93747.5,1.31,3.84,0,"08/2024","3",1,0,0,2024-08-01,24.24
"5025",5025,2024-08-01 19:00:00,897,4,6.03,18.27,27.45,67.65,94067.5,0.78,2.64,0,"08/2024","3",1,0,0,2024-08-01,24.24
"5026",5026,2024-08-01 20:00:00,544,4,5.92,36.15,24.23,78.42,94590,5.8,19.44,0,"08/2024","3",1,0,0,2024-08-01,24.24
"5027",5027,2024-08-01 21:00:00,244,4,6.53,94.72,21.12,95.15,95307.5,2.95,7.92,0.96,"08/2024","3",1,0,0,2024-08-01,24.24
"5028",5028,2024-08-01 22:00:00,228,4,6.55,81.82,20.35,99.42,95487.5,1.03,3.72,0.61,"08/2024","3",1,0,0,2024-08-01,24.24
"5029",5029,2024-08-01 23:00:00,131,4,6.3,46.3,20.1,100,95546.67,0.87,4.48,0.12,"08/2024","3",1,0,0,2024-08-01,24.24
"5030",5030,2024-08-02,85,5,5.31,22.68,19.77,100,95610,0.86,3.84,0.23,"08/2024","1",1,0,0,2024-08-01,24.24
"5031",5031,2024-08-02 01:00:00,56,5,5.79,15.39,19.85,100,95577.5,1.57,4.56,0.09,"08/2024","1",1,0,0,2024-08-01,24.24
"5032",5032,2024-08-02 02:00:00,50,5,6.03,12.15,19.88,100,95555,0.45,2.16,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5033",5033,2024-08-02 03:00:00,131,5,6.92,9.8,19.73,100,95527.5,0.42,2.28,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5034",5034,2024-08-02 04:00:00,349,5,8.11,9.98,19.68,100,95477.5,0.51,2.4,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5035",5035,2024-08-02 05:00:00,1483,5,7.77,8.48,19.8,100,95430,0.21,1.92,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5036",5036,2024-08-02 06:00:00,1401,5,8.56,7.86,19.98,100,95370,0.78,3,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5037",5037,2024-08-02 07:00:00,1301,5,15.13,5.4,21.25,94.97,95157.5,1.98,5.76,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5038",5038,2024-08-02 08:00:00,1638,5,15.16,9.04,20.98,96.25,95067.5,2.02,5.64,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5039",5039,2024-08-02 09:00:00,2094,5,10.62,4.66,21.68,93.6,95030,2.41,6.12,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5040",5040,2024-08-02 10:00:00,2351,5,8.59,3.27,23.65,83.25,94612.5,4.13,9.96,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5041",5041,2024-08-02 11:00:00,2482,5,5.79,3.67,23.3,86.2,94552.5,3.45,9.24,0.26,"08/2024","2",1,0,0,2024-08-02,17.9925
"5042",5042,2024-08-02 12:00:00,2468,5,3.37,7.72,21,90.6,94970,4.4,13.76,0.47,"08/2024","2",1,0,0,2024-08-02,17.9925
"5043",5043,2024-08-02 13:00:00,2293,5,1.06,4.42,19.38,85.38,95372.5,5.81,19.44,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5044",5044,2024-08-02 14:00:00,1896,5,2.85,3.67,19.02,79.22,95575,8.54,24.24,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5045",5045,2024-08-02 15:00:00,1576,5,3.31,3.75,19.05,78.5,95630,6.72,18.84,0,"08/2024","2",1,0,0,2024-08-02,17.9925
"5046",5046,2024-08-02 16:00:00,1455,5,2.81,10.34,18.35,83.22,95815,5.33,18.6,0.26,"08/2024","3",1,0,0,2024-08-02,17.9925
"5047",5047,2024-08-02 17:00:00,1441,5,5.64,6.03,18.52,81.9,95887.5,3.59,10.8,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5048",5048,2024-08-02 18:00:00,1146,5,5.74,6.03,19.12,78.28,95775,1.94,7.32,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5049",5049,2024-08-02 19:00:00,803,5,5.87,16.15,18.23,88.2,95835,1.43,4.8,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5050",5050,2024-08-02 20:00:00,694,5,6.51,9.19,17.52,91.97,95975,1.5,4.32,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5051",5051,2024-08-02 21:00:00,436,5,10.47,13.38,15.85,98.65,96315,1.73,4.92,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5052",5052,2024-08-02 22:00:00,287,5,6.66,14.65,14.62,100,96575,1.23,3.84,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5053",5053,2024-08-02 23:00:00,229,5,6.89,11.91,14.2,99.47,96723.33,2.14,5.6,0,"08/2024","3",1,0,0,2024-08-02,17.9925
"5054",5054,2024-08-03,126,6,7.41,8.9,13.95,99.38,96762.5,1.99,4.92,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5055",5055,2024-08-03 01:00:00,79,6,9.18,8.5,13.5,99.62,96812.5,1.82,4.56,0,"08/2024","1",1,0,0,2024-08-02,17.9925
"5056",5056,2024-08-03 02:00:00,68,6,12.13,8.74,13.1,100,96877.5,0.8,2.88,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5057",5057,2024-08-03 03:00:00,138,6,8.54,10.8,12.82,100,96885,0.9,3.24,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5058",5058,2024-08-03 04:00:00,244,6,8.38,11.23,13.7,100,96787.5,0.53,2.88,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5059",5059,2024-08-03 05:00:00,519,6,9.82,28.44,13.95,100,96702.5,0.63,2.16,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5060",5060,2024-08-03 06:00:00,726,6,10.59,15.05,14.7,99.6,96625,0.65,3,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5061",5061,2024-08-03 07:00:00,940,6,10.56,16.21,16.27,94.58,96475,0.29,1.68,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5062",5062,2024-08-03 08:00:00,1403,6,11.26,7.9,18.2,89.47,96160,1.25,3.84,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5063",5063,2024-08-03 09:00:00,1968,6,11.08,4.47,20.6,81.37,95770,1.45,4.8,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5064",5064,2024-08-03 10:00:00,2216,6,8.79,2.89,21.45,76.92,95547.5,2.38,6.36,0.09,"08/2024","2",1,0,0,2024-08-03,20.78
"5065",5065,2024-08-03 11:00:00,2256,6,7.15,1.3,25.5,58.35,94842.5,3.15,8.28,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5066",5066,2024-08-03 12:00:00,1390,6,6.26,1.19,27.15,53.5,94405,3.66,9.36,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5067",5067,2024-08-03 13:00:00,1207,6,7.62,1.53,29.02,49.7,94097.5,3.34,8.64,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5068",5068,2024-08-03 14:00:00,1266,6,8.39,2.35,27.75,52.1,93942.5,2.6,6.96,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5069",5069,2024-08-03 15:00:00,1163,6,8.12,3.43,28.02,51.5,93962.5,2.17,6.96,0,"08/2024","2",1,0,0,2024-08-03,20.78
"5070",5070,2024-08-03 16:00:00,1119,6,8,4.56,28.8,49.95,93800,2.48,8.4,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5071",5071,2024-08-03 17:00:00,1147,6,6.85,4.2,28.98,48.7,93740,3.79,10.68,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5072",5072,2024-08-03 18:00:00,1035,6,6.74,3.85,27.7,51.58,94027.5,4.33,11.76,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5073",5073,2024-08-03 19:00:00,824,6,6.03,7.96,26.08,55.7,94482.5,3.07,8.4,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5074",5074,2024-08-03 20:00:00,593,6,6.03,28.87,21.45,78.3,95147.5,1.1,3.72,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5075",5075,2024-08-03 21:00:00,447,6,6.53,32.17,19.55,84.5,95727.5,1.24,3.48,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5076",5076,2024-08-03 22:00:00,290,6,6.32,28.81,18.37,88.33,96000,1.4,4.32,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5077",5077,2024-08-03 23:00:00,202,6,6.28,30.93,17.5,90.92,96185,1.64,4.2,0,"08/2024","3",1,0,0,2024-08-03,20.78
"5078",5078,2024-08-04,115,7,6.18,25.9,16.68,93.15,96322.5,2.84,5.64,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5079",5079,2024-08-04 01:00:00,93,7,6.41,18.64,16.38,94.03,96377.5,1.58,4.32,0,"08/2024","1",1,0,0,2024-08-03,20.78
"5080",5080,2024-08-04 02:00:00,115,7,9.54,16.01,16.02,95.95,96392.5,1.55,4.56,0,"08/2024","1",1,0,0,2024-08-04,20.105
"5081",5081,2024-08-04 03:00:00,94,7,9.36,16.65,16.2,96.7,96380,0.92,4.08,0,"08/2024","1",1,0,0,2024-08-04,20.105
"5082",5082,2024-08-04 04:00:00,144,7,14.89,60.82,17,98.28,96297.5,2.51,7.8,3.5,"08/2024","1",1,0,0,2024-08-04,20.105
